Cx,Cy,pdff_improfile,r2s_improfile,chi_improfile
198.085253456221,7.43722627737225,95.6308303773158,59.1735921375885,0.0678682480522913
198.153314427508,8.43441886580571,94.9106909352869,55.5156238317781,-0.00428812504858084
198.221375398795,9.43161145423918,95.1553962802961,45.9373121727008,-0.0200522228036061
198.289436370082,10.4288040426726,96.3927827804757,34.6462364639267,0.0105274830416266
198.357497341368,11.4259966311061,96.9811855952476,29.7949510193509,0.079180886818128
198.425558312655,12.4231892195396,96.4333683862925,32.397710266125,0.0977345564509867
198.493619283942,13.420381807973,96.2202052546987,36.8578234619484,0.158833522520975
198.561680255229,14.4175743964065,95.9733919700534,46.3819133367988,0.212873507712782
198.629741226515,15.41476698484,96.4302514768476,48.6527141619379,0.259088307762557
198.697802197802,16.4119595732734,96.0139619018094,44.2860313644966,0.292231771149463
198.765863169089,17.4091521617069,95.4504750079786,34.5030042214242,0.310320210083719
198.833924140376,18.4063447501404,95.5876384281182,22.7358588299322,0.318014292424809
198.901985111663,19.4035373385738,95.8589614890074,14.1727654910152,0.355609901769413
198.970046082949,20.4007299270073,95.8596856017194,12.6224137093371,0.365090263187022
199.038107054236,21.3979225154408,95.8308011462774,18.2148184336361,0.369107754695862
199.106168025523,22.3951151038742,95.9749255099536,24.9135200181619,0.374039666738867
199.17422899681,23.3923076923077,95.8397488108042,26.4536037633616,0.369222337017404
199.242289968096,24.3895002807411,95.5956738715088,21.2032682146005,0.380127916710259
199.310350939383,25.3866928691746,95.7635168904784,14.6419893688652,0.378947663575349
199.37841191067,26.3838854576081,96.2341174139229,10.948085996713,0.391239121513433
199.446472881957,27.3810780460415,96.2080649064253,10.5897036444878,0.421644404024218
199.514533853244,28.378270634475,95.2413986897208,16.9191506003112,0.389293229846292
199.58259482453,29.3754632229085,95.2029248650073,13.6512955677577,0.419682123937665
199.650655795817,30.3726558113419,95.5283264748191,12.2856619809772,0.450205514533914
199.718716767104,31.3698483997754,95.7768068677146,10.3548187891611,0.492907708616697
199.786777738391,32.3670409882089,95.7777080866184,7.57980397048453,0.545555322302344
199.854838709677,33.3642335766423,95.8313133068479,8.63840955886311,0.582602981638072
199.922899680964,34.3614261650758,96.1859277416168,12.8888395886542,0.595998039855226
199.990960652251,35.3586187535093,96.54741376755,11.5642624922566,0.571754548114393
200.059021623538,36.3558113419427,96.3504176696955,4.47405523027884,0.543957104407151
200.127082594825,37.3530039303762,95.653044541436,6.08600649740856,0.488391400472181
200.195143566111,38.3501965188096,94.9504028705394,25.5867004512829,0.471683259623635
200.263204537398,39.3473891072431,95.0457449869809,53.2197023998013,0.445684726814785
200.331265508685,40.3445816956766,96.1764871628524,54.2063248914457,0.492057875185646
200.399326479972,41.34177428411,96.6422183888724,26.5452177745088,0.559042856210826
200.467387451258,42.3389668725435,96.2763734297733,8.51448514858377,0.563444972458609
200.535448422545,43.336159460977,95.3262491504909,7.012270075021,0.547379438036918
200.603509393832,44.3333520494104,95.717262631184,9.02006803542779,0.533616598096276
200.671570365119,45.3305446378439,96.0983113404973,9.94720510686092,0.509950773043656
200.739631336406,46.3277372262774,96.0515244368062,11.9200642378522,0.492907835213386
200.807692307692,47.3249298147108,95.9810389576266,13.6856476397254,0.46100397787726
